,位置,名称,建筑面积(平方米),总价（元）,户型,朝向,楼层,每平米售价（元）,装修情况
2029,天河,邮通小区 韩版清新风 精品家电 电梯洋房 生活舒适 交通便利,34.29,1180000,1室1厅,东,高层/4层,34412,普通
2030,番禺,倚翠豪庭 3房2厅 85平 精装装修 南,85,2500000,3室2厅,南,低层/6层,29412,精
2031,天河,珠江俊园 3房2厅 123平 精装装修 东北,122.55,7500000,3室2厅,东北,低层/28层,61200,精
2032,番禺,绿庭雅苑 绿庭雅苑4房诚心出售,101,2200000,4室2厅,东北,高层/7层,21782,精
2033,番禺,侨联大街 临近地铁物业 繁华地段 温馨2房 装修保养靓,60,1210000,2室1厅,南,高层/6层,20167,普通
2034,番禺,奥园养生广场  精致装修 1室1厅1厨1卫 58m² ,58,850000,1室1厅,西南,低层/29层,14655,精
2035,番禺,金沙诚筑 房子装修漂亮 户型方正 格局合理  实用面积大,89.53,2300000,2室2厅,南,低层/17层,25690,豪华
2036,番禺,华侨城 4房2厅124方150万,124,2300000,4室2厅,西,高层/8层,18548,普通
2037,番禺,水韵蓝湾 毛坯大三房带主套，南向，很快过两年低税,108,2600000,3室2厅,东南,低层/17层,24074,毛坯
2038,番禺,冠军城 3房2厅 143平 精装装修 南向采光好,143,4500000,3室2厅,南,高层/9层,31469,精
2039,番禺,悉尼区 3房2厅 可用公积金 保养好视野开阔 望高尔夫球场,163,5600000,3室2厅,东,中层/17层,34356,精
2040,番禺,花样年华 单证 拎包入住 视野好 靠近花园 位置安静 ,91.16,3380000,3室2厅,东南,高层/17层,37078,普通
2041,番禺,番禺奥园 番禺奥园 精致装修 大三房 番中,124.5,3500000,3室3厅,南,中层/6层,28112,精
2042,天河,信华经理人花园 厅出阳台 超笋三房 通风采光好,91,5400000,3室2厅,北,低层/31层,59341,普通
2043,番禺,康富花园 普装三房，业主自住保养好,103,2560000,3室1厅,南北,低层/7层,24854,普通
2044,天河,加拿大花园 舒适大三房，装修好，售价450万，看好可谈,104.18,4500000,3室2厅,西,高层/22层,43194,精
2045,番禺,昊龙花园北区 急售业主 3房2厅  豪华装修 南向3楼,94.35,3000000,3室1厅,南,中层/5层,31797,精
2046,番禺,珠江花园 3房2厅 92平 精装装修  高层望江 交通便利,92,3300000,3室2厅,东北,高层/28层,35870,精
2047,番禺,花样年华三期 临近购物商场 临近江边 配套齐全,107,2900000,3室2厅,东南,低层/18层,27103,精
2048,天河,华景新城陶然庭苑 2房2厅 79平 豪华装修 北,79,4300000,2室2厅,北,低层/36层,54430,豪华
2049,天河,双城国际 温馨一房，交通便利，红本在手 珠江新城小户型,65,4850000,1室1厅,东南,高层/29层,74615,精
2050,白云,榕溪花园 二房一厅 超笋价格 南向 采光好,78,650000,2室1厅,南,中层/9层,8333,普通
2051,番禺,金沙御苑 精致装修 2室1厅1厨1卫 97m²,97,2600000,2室1厅,西南,中层/24层,26804,精
2052,番禺,今日丽舍 2房1厅 58平 精装装修 北,58,1900000,2室1厅,北,中层/23层,32759,精
2053,黄埔,金碧世纪花园 正规小区 全明双南 采光好 房型佳 好交通,73,2850000,2室1厅,北,中层/32层,39041,普通
2054,黄埔,怡港花园 三房，户型方正实用，南北对流，看房方便，业主好说话,81,3200000,3室2厅,北,低层/11层,39506,精
2055,天河,喜洋居 精装大两房  天河公园近在身边 让你呼吸新鲜空气,74,3500000,2室2厅,南,中层/21层,47297,普通
2056,番禺,翡翠明庭 拎包入住环境舒适价钱便宜,98,2700000,3室2厅,东南,中层/6层,27551,精
2057,番禺,柏丽甜果 柏丽甜果 2房1厅1卫 精装修 价格低 近地铁 出,55,8200000,2室1厅,南,高层/21层,149091,精
2058,番禺,西秀园 低总价 温馨3房，装修保养好，低首付,113,2050000,3室2厅,南,高层/7层,18142,普通
2059,番禺,广州碧桂园 大型居住社区 周边配套设施齐全 ,107,3400000,3室2厅,东,高层/5层,31776,精
2060,番禺,禺丰园 禺丰园 精致装修 3室,99,1800000,3室1厅,东,高层/7层,18182,精
2061,番禺,锦绣半岛 精致三房江景花园,96,3000000,3室2厅,南,低层/25层,31250,精
2062,白云,金碧新城花园 正规两房，8号线旁，价格实惠，诚心出售,69,2380000,2室1厅,西南,低层/11层,34493,普通
2063,天河,华港花园 精装修  采光极好 3房2厅,105,5300000,3室2厅,东南,低层/9层,50476,精
2064,黄埔,黄埔新村 满两年 夫妻产权 北向三房 精致装修 临近BRT,96,2650000,3室1厅,北,中层/9层,27604,普通
2065,黄埔,怡港花园 笋笋的两房  错过不在有,76.01,2350000,2室2厅,西,高层/9层,30919,普通
2066,番禺,番艺花园 温馨三房 交通方便 位置安静 配套完善,119,2200000,3室2厅,南,中层/7层,18487,普通
2067,番禺,万科欧泊 一室一卫一厨 西向,40,1000000,1室0厅,西,中层/10层,25000,精
2068,番禺,可逸阳光 精装大三房,109,3480000,3室2厅,西南,高层/13层,31927,精
2069,白云,金碧新城花园 新装三房 业主重新装修 自住出租不二选择,88,3300000,3室1厅,西北,中层/11层,37500,普通
2070,天河,盈彩美居 83方两房南向 望花园安静 看房方便 业主急售,83,3600000,2室2厅,南,低层/12层,43373,普通
2071,天河,华景新城5期 电梯安静2房 学校就在家门口 接送非常方便,77,4000000,2室2厅,西南,低层/9层,51948,普通
2072,天河,华景新城3期 123方 大三房 500万 望花园,123,5130000,3室2厅,西北,低层/9层,41707,精
2073,黄埔,金碧领秀国际  诚心出售 商圈成熟 出行方便,34,1550000,1室0厅,北,低层/33层,45588,精
2074,海珠,中信乐涛苑 豪华装修小区舒适安静,79,3800000,2室2厅,东南,中层/7层,48101,普通
2075,天河,历德雅舍 复式温馨一房 产权清晰 交通便利,52.56,4200000,1室1厅,西北,中层/16层,79909,精
2076,番禺,奥园广场 奥园广场 温馨复试 全新精装 看房随时,88,1600000,1室1厅,南,中层/22层,18182,豪华
2077,番禺,香缤豪庭博学公馆 格局合理  户型方正  精装两房220万,57,2200000,2室2厅,东南,高层/24层,38596,精
2078,白云,万科爱地 地铁旁 南向 舒适两房 使用率达90%,58.7,2100000,2室1厅,东南,中层/12层,35775,精
2079,番禺,万科欧泊 普装两房两厅，看上速联,88,5000000,2室2厅,北,高层/32层,56818,普通
2080,番禺,奥园广场 精装修 仅售115万,56,1250000,1室0厅,南,中层/23层,22321,精
2081,番禺,金沙湾花园  精装方正实用三房 中楼层 过五年,77,1900000,3室2厅,西,高层/6层,24675,精
2082,天河,星汇园 高端小区，红本在手，,94,8000000,4室1厅,西,中层/32层,85106,普通
2083,番禺,东逸华庭 近地铁靓房 拎包入住 找性价比的看过来了喂,95,3000000,3室2厅,西,低层/6层,31579,精
2084,番禺,柏丽甜果 柏丽甜果 2房1厅1卫 精装修 价格低 近地铁 出,55,8200000,2室1厅,南,高层/21层,149091,豪华
2085,番禺,可逸阳光 豪华装修 2室2厅1厨1卫 85m²,83,2700000,2室2厅,北,高层/13层,32530,精
2086,天河,华景新城陶然庭苑 户型方正使用 南向望花园 交通便利,78,4250000,2室2厅,北,高层/36层,54487,精
2087,番禺,金沙湾花园 电梯高层望园景大三房售328万,126,3280000,3室1厅,西北,高层/11层,26032,精
2088,白云,黄石花园五区 中高层三房 通风采光好 保养新,85,2600000,3室1厅,东,中层/14层,30588,普通
2089,番禺,永达大厦 中间楼层三房 出行方便 产权清晰 税费极低 ,80,2100000,3室2厅,北,中层/7层,26250,精
2090,黄埔,金碧领秀国际 一房精装修，总价低，红本在手怡园小学。,34,1600000,1室0厅,北,中层/33层,47059,精
2091,番禺,富丽广场 实用三房 户型方正  临近地铁  周边配套全 ,102,2550000,3室1厅,南,高层/6层,25000,普通
2092,番禺,君华御府 君华御府 精致装修 门口送露台80方,73.4,3000000,3室2厅,南,低层/32层,40872,精
2093,番禺,雅居乐锦官城 南郊 豪华装修 电梯高层 3房2厅,110,2900000,3室1厅,南,低层/18层,26364,毛坯
2094,黄埔,海关小区 精装三房 省级怡园小学 电梯楼卖楼梯价 值得买,93,3300000,3室1厅,东北,低层/30层,35484,普通
2095,番禺,荷景一区 实用三房可改四房 户型方正 采光充足 带超大阳台,109,1600000,3室2厅,南,高层/8层,14679,普通
2096,番禺,海伦堡御院 海伦堡御院 精致装修 大三房 南向,95,3000000,3室2厅,南,低层/7层,31579,精
2097,番禺,珠江花园 双拼别墅 精美装修 南北对流 清雅安静,135,7500000,3室2厅,南北,共1层,55556,豪华
2098,番禺,雍逸华庭  豪华装修 3室2厅1厨2卫 ,118,3280000,3室2厅,北,低层/9层,27797,精
2099,番禺,流金岁月  毛坯 4室2厅1厨3卫 187m² 3层/24层,187,5610000,4室2厅,南,低层/24层,30000,毛坯
2100,番禺,金利大厦 地铁物业，步行5分到地铁，周边配套完善出行便利,114.1,2580000,3室2厅,西南,中层/8层,22612,普通
2101,黄埔,金碧世纪花园 三房二厅，厅出阳台朝南，主次卧室朝南客厅宽敞舒,73,3480000,2室1厅,北,低层/17层,47671,精
2102,番禺,广州碧桂园  广州碧桂园 精装修 周边配套成熟,102,3250000,3室2厅,东南,中层/5层,31863,精
2103,番禺,雅居乐花园 雅逸庭  豪华4房 双南设计 豪华气派彰显无疑,220,8690000,4室2厅,东南,高层/11层,39500,豪华
2104,番禺,华景新城 急售 业主换房 价格好商量！！快快抢！格,108,2580000,3室2厅,南,高层/7层,23889,精
2105,海珠,富力顺意花园 一房一厅一卫，小家庭佳选,61,2750000,1室1厅,南北,中层/20层,45082,普通
2106,黄埔,黄埔花园 精装南向大两房 户型方正 装修保养好  业主急售,87,3780000,2室2厅,南,高层/11层,43448,普通
2107,白云,金碧新城花园 Q房已实堪，真实在售，看房方便，满五年,72,2700000,2室1厅,东北,中层/18层,37500,精
2108,海珠,金碧花园 南向两房 业主自住 装修好,73,3250000,2室2厅,南,低层/32层,44521,普通
2109,番禺,迎风阁 电梯四房 可办公或自住 环境舒适安静,144.4,4700000,4室2厅,西南,低层/32层,32548,普通
2110,番禺,海伦堡御院 楼梯2楼带平台，格局漂亮业主诚心卖可谈,115,4380000,3室2厅,东西,低层/6层,38087,普通
2111,海珠,愉景雅苑 鹭江地铁 双阳台三房带主套 格局方正 业主急售,107,5350000,3室1厅,北,中层/12层,50000,普通
2112,天河,生物药厂宿舍 南向实用电梯三房 惜缺户型 刚需户型,84,4180000,3室2厅,南北,中层/8层,49762,豪华
2113,黄埔,金碧世纪花园 东南向三房 中楼层望花园 安静通风采,108,4350000,3室2厅,南,低层/32层,40278,精
2114,番禺,金沙湾花园 精装两房实用面积高  户型方正 南北对流  ,82,1950000,2室2厅,南,中层/6层,23780,精
2115,番禺,花样年华 少有的单证放卖 大5房。格局方正 送100天台花园,204,7700000,5室2厅,东,高层/11层,37745,豪华
2116,番禺,奥园养生广场 精装装修 东北,36,600000,1室0厅,东北,低层/29层,16667,精
2117,天河,嘉裕公馆 3房 诚心放卖 豪华装修,148,12500000,3室2厅,北,高层/33层,84459,精
2118,番禺,上轩 市桥上轩 地铁物业 精美一室 生活便利 ,36,1390000,1室0厅,东,中层/17层,38611,精
2119,番禺,倚湖湾 一楼大三房豪华装修拎包入住送大花园,128,4000000,3室2厅,北,低层/33层,31250,精
2120,黄埔,天虹花园 方正实用小两房 温馨保养好 ,51,1750000,2室1厅,南,中层/9层,34314,普通
2121,番禺,中颐海伦堡 步梯三房   采光相当好 价钱可以商议 看房随时,106,2900000,3室1厅,南北,高层/7层,27358,普通
2122,白云,金碧新城花园 中高层，产权清晰，税费少，红本在手，看房方便,72,2550000,2室1厅,北,中层/18层,35417,普通
2123,海珠,柏涛雅苑 干净电梯2房 采光通风好 格局方正实用 看房方便,74,3500000,2室2厅,东西,低层/9层,47297,精
2124,番禺,花样年华 通透户型采光好，小区内管理严格，住得心情愉悦，安心,112,2920000,3室2厅,东北,中层/17层,26071,普通
2125,白云,金碧新城花园 厅出阳台 精致两房 送大露台 采光通风好 业主急售,65,2300000,2室1厅,北,低层/29层,35385,精
2126,番禺,雅居乐花园 俊园经典小户型   南向安静望花园诚意出售,82.6,2900000,2室2厅,南,低层/9层,35109,精
2127,番禺,西城花园 低层南北通  格局方正  价钱可商量,85,1800000,3室2厅,南,中层/7层,21176,普通
2128,番禺,花样年华 花样年华 精致装修 3室2厅1厨2卫,113,2980000,3室2厅,南,低层/11层,26372,精
2129,番禺,金沙湾花园 顶楼复式 装修保养良好,183,3400000,6室3厅,南北,高层/6层,18579,精
2130,番禺,康裕北苑  产权清晰 南北对流 配套成熟 交通便利,164,4920000,3室2厅,南,高层/12层,30000,精
2131,番禺,奥园养生广场 温馨大2房，精装，拎包入住,82,1550000,2室2厅,南,高层/29层,18902,豪华
2132,天河,历德雅舍 经典三房 天河公园 楼龄新 过五年税费少,127,9000000,3室2厅,东南,高层/16层,70866,普通
2133,番禺,北京区 出售 398万元 北京区 3/6层 4室2厅1厨 ,90.44,3600000,4室2厅,东西,中层/6层,39805,普通
2134,番禺,昊龙花园南区 精致装修 3室2厅1厨2卫 115m² 南向包车位,115,4150000,3室2厅,南,高层/9层,36087,精
2135,黄埔,怡港花园 大两房，户型方正实用，南北对流，看房方便。,85,3200000,2室2厅,北,中层/11层,37647,精
2136,天河,方圆月岛 精装修  交通便利  购物方便,132.5,11500000,3室2厅,东南,低层/46层,86792,精
2137,番禺,广州奥林匹克花园 实用两房 成熟社区 生活方便 值得你拥有,74,2650000,2室2厅,南,低层/6层,35811,普通
2138,番禺,侨联大街 家庭三房 户型方正，采光明亮，精装修,93,1650000,3室1厅,东南,低层/6层,17742,精
2139,番禺,柏丽甜果 3房2厅 86平 精装装修 南,82,1620000,3室2厅,南,低层/21层,19756,精
2140,番禺,保利大都汇 保利大都会精装修 仅售175万,42,1750000,1室0厅,南,高层/35层,41667,精
2141,番禺,喜盈雅境 电梯南向精装三房，近学校采光好，,131.74,3700000,3室2厅,南,高层/11层,28086,精
2142,天河,中海康城 纯南向哦 厅出阳台 业主急售 低于市场价 随时看房,85,3700000,2室2厅,南,高层/12层,43529,精
2143,黄埔,怡园小区 怡园小区 小区安静 怡园学校 交通方便,72,2600000,2室2厅,南,高层/8层,36111,普通
2144,黄埔,大沙地路 精装修两房、南向、83平方,83,2200000,2室1厅,南,高层/9层,26506,精
2145,番禺,海龙湾 电梯南向两房 南北通透 保养新净 售269万 笋,89,2680000,2室2厅,南北,低层/11层,30112,精
2146,番禺,广州雅居乐北苑 精装三房两厅，看上速联,108.5,4600000,3室2厅,南北,低层/29层,42396,精
2147,番禺,雍逸华庭 雍逸华庭 精致装修 三房,120,3600000,3室2厅,南,中层/11层,30000,精
2148,番禺,金沙御苑  电梯豪装三房 北向望花园  拎包入住,126,3500000,3室2厅,北,中层/24层,27778,豪华
2149,天河,加拿大花园 3房带主套，近BRT上社，双地铁即将开通，,99,4100000,3室2厅,南,低层/22层,41414,普通
2150,海珠,南珠广场北区 电梯大三房,92,4400000,3室1厅,北,高层/18层,47826,精
2151,黄埔,金丽园 标准三房  配套成熟 红本在手 产权清晰 业主急售,100.55,2750000,3室2厅,北,高层/9层,27350,普通
2152,白云,金碧新城花园 二房一厅出售带70方大平台,65,2250000,2室1厅,东北,低层/32层,34615,精
2153,番禺,吉祥道 三房格局方正 南北对流 格局好 随心所改 价钱低廉,92,1750000,3室2厅,南,高层/7层,19022,普通
2154,白云,顺丰翠园 精装三房 南北通透 业主保养新 采光非常好,98.88,3250000,4室1厅,西南,低层/11层,32868,普通
2155,天河,珠江俊园 业主自住 电梯中层 看房电约,121,7460000,3室2厅,东北,低层/28层,61653,普通
2156,黄埔,金碧领秀国际 精装四房，南向,133,5400000,4室2厅,南,高层/33层,40602,精
2157,番禺,奥园广场 南向 视野好 三天必卖 ,40,730000,1室0厅,北,高层/25层,18250,精
2158,海珠,保利红棉花园 省级学校 地铁500米 实用两房 刚需用户,61,2400000,2室1厅,西南,低层/7层,39344,精
2159,天河,财富世纪广场 不限购公寓 即买即收租 仅3点契税 自住办公即可,78,3500000,1室1厅,北,中层/28层,44872,精
2160,海珠,海富花园 精致装修 采光好 通风好 花园小区,35,1500000,1室1厅,东南,高层/10层,42857,精
